,Name,Measure,Toxicity,Reference
119,BENZONITRILE,LD50,Rat ip 740 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 381"
120,BENZYL ALCOHOL,LD50,Mouse sc 950 mg/kg bw,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.259 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
121,BENZYL ALCOHOL,LD50,Rat sc 1700 mg/kg bw,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.258 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
122,BENZYL ALCOHOL,LD50,Guinea pig ip > 400-800 mg/kg bw,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.258 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
123,BENZYL ALCOHOL,LD50,Rat ip > 400-800 mg/kg bw,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.258 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
124,BENZYL ALCOHOL,LD50,Rat oral 1230-3120 mg/kg bw,"European Medicines Agency (EMEA), The European Agency for the Evaluation of Medicinal Products, Veterinary Medicines Evaluation Unit, Committee for Veterinary Medicinal Products; Benzyl Alcohol, Summary Report (1997). Available from, as of July 8, 2008: https://www.emea.europa.eu/pdfs/vet/mrls/Benzylalcohol.pdf"
125,BENZYL ALCOHOL,LD50,Mouse iv < 0.5 mL/kg /94% benzyl alcohol/,PMID:5542834
126,BENZYL ALCOHOL,LD50,Rat inhalation 200-300 ppm/8 hr,"Verschueren, K. Handbook of Environmental Data of Organic Chemicals. 2nd ed. New York, NY: Van Nostrand Reinhold Co., 1983., p. 284"
127,BENZYL ALCOHOL,LD50,Rat inhalation > 4.178 mg/L/4hr,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.14 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
128,BENZYL ALCOHOL,LD50,Mouse oral 1580 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V6 498"
129,BENZYL ALCOHOL,LD50,Rabbit oral 1940 mg/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V6 498"
130,BENZYL ALCOHOL,LD50,Rabbit dermal 2000 mg/kg,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.13 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
131,BENZYL ALCOHOL,LD50,Guinea pig dermal <5 mL/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V6 498"
132,BENZYL ALCOHOL,LD50,Rat inhalation 1000 ppm/8 hr,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V6 498"
133,BENZYL ALCOHOL,LD50,Rat iv 53 mg/kg bw,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.259 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
134,BENZYL ALCOHOL,LD50,Rat iv 314 mg/kg bw,"OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.259 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
135,BENZYL ALCOHOL,LD50,Mouse iv 324 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 399"
136,BENZYL ALCOHOL,LD50,Mouse oral 1360 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 399"
137,BENZYL ALCOHOL,LD50,Rat iv 53 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 399"
138,BENZYL ALCOHOL,LD50,"Mouse CD-1, Male ip 1000mg/kg bw after 4 hours","OECD; SIDS Initial Assessment Report for SIAM 13. Report on Benzoates: Benzoic acid, Sodium benzoate, Potassium benzoate, Benzyl alcohol (CAS No: 65-85-0, 532-32-1, 582-25-2, 100-51-6) p.258 UNEP Publications (November 2001). Available from, as of November 18, 2014: https://www.inchem.org/pages/sids.html"
139,BENZYL ALCOHOL,LD50,Rat ip 400 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 399"
140,N-BUTYL ALCOHOL,LD50,rabbits 4.2 g/kg dermal.,PMID:18830864
141,N-BUTYL ALCOHOL,LD50,rats 0.79 to 4.36 g/kg (single oral dose),PMID:18830864
142,N-BUTYL ALCOHOL,LD50,Rat inhalation 8000 ppm/4 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 602"
143,N-BUTYL ALCOHOL,LD50,Rat iv 310 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 602"
144,N-BUTYL ALCOHOL,LD50,Mouse ip 603 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 602"
145,N-BUTYL ALCOHOL,LD50,Mouse iv 377 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 602"
146,N-BUTYL ALCOHOL,LD50,Rabbit dermal 3400 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 602"
147,ISOBUTYL ALCOHOL,LD50,Mouse intraperitoneal 544 mg/kg,PMID:515511
148,ISOBUTYL ALCOHOL,LD50,Rat oral 2.46 g/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK:  Royal Society of Chemistry, 2013., p. 953"
149,ISOBUTYL ALCOHOL,LD50,"Rat oral 3,100 mg/kg.",USEPA; Health and Environmental Effects Profile for Isobutyl alcohol p.22 (1986) ECAO-CIN-P171
150,ISOBUTYL ALCOHOL,LD50,"Rabbit skin 3,392 mg/kg.",USEPA; Health and Environmental Effects Profile for Isobutyl alcohol p.22 (1986) ECAO-CIN-P171
151,ISOBUTYL ALCOHOL,LD50,"Mouse oral 3,500 mg/kg.",USEPA; Health and Environmental Effects Profile for Isobutyl alcohol p.22 (1986) ECAO-CIN-P171
152,ISOBUTYL ALCOHOL,LD50,Rat ip 720 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
153,ISOBUTYL ALCOHOL,LD50,Rat iv 340 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2120"
154,ISOBUTYL ALCOHOL,LD50,Mouse iv 417 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2121"
155,ISOBUTYL ALCOHOL,LD50,Rabbit skin 3400 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2121"
156,ISOBUTYL ALCOHOL,LD50,Rabbit ip 323 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 2121"
157,T-BUTYL ALCOHOL,LD50,Rats oral 3500 mg/kg bw,"American Conference of Governmental Industrial Hygienists. Documentation of the TLV's and  BEI's 7th Edition. tert-Butanol p.1 CD-ROM Cincinnati, OH 45240-4148 2013."
158,T-BUTYL ALCOHOL,LD50,Rabbit oral 3.6 g/kg bw,"WHO/FAO; Environmental Health Criteria Document No. 65: Butanols: Four Isomers (1-Butanol, 2-Butanol, tert-Butanol (1987). Available from, as of November 8, 2013: https://www.inchem.org/pages/ehc.html"
159,T-BUTYL ALCOHOL,LD50,Mouse ip 0.9 g/kg bw,"WHO/FAO; Environmental Health Criteria Document No. 65: Butanols: Four Isomers (1-Butanol, 2-Butanol, tert-Butanol (1987). Available from, as of November 8, 2013: https://www.inchem.org/pages/ehc.html"
160,T-BUTYL ALCOHOL,LD50,Mouse iv 1.5 g/kg bw,"WHO/FAO; Environmental Health Criteria Document No. 65: Butanols: Four Isomers (1-Butanol, 2-Butanol, tert-Butanol (1987). Available from, as of November 8, 2013: https://www.inchem.org/pages/ehc.html"
161,T-BUTYL ALCOHOL,LD50,Mouse subcutanous 3.9 g/kg bw,"Snyder, R. (ed.). Ethel Browning's Toxicity and Metabolism of Industrial Solvents. Second Edition. Volume 3 Alcohols and Esters. New York, NY: Elsevier, 1992., p. 69"
162,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat oral 7500 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.20. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
163,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat oral 6500 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.19. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
164,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat oral 1920 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.19. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
165,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat oral 5.54 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 194"
166,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat male oral 5900-6100 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.20. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
167,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat sc 6000 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.31. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
168,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat sc 3400 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.30. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
169,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat ip 6310 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.27. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
170,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat ip 5331 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.27. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
171,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat iv 2.9 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 195"
172,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse oral 6.58 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 194"
173,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse oral 7863 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.22. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
174,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse oral 7248 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.22. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
175,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse oral 12400 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.23. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
176,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse sc 6000 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.31. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
177,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse sc 5.5 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 195"
178,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse ip 3900 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.29. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
179,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse ip 2300 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.28. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
180,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse iv 3.9 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 195"
181,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Dog iv 3.0 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 195"
182,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit oral 4450 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.23. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
183,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit oral 3620 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.19. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
184,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit dermal 10300 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.25. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
185,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit dermal males 11176 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.26. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
186,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit dermal females 8476 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.26. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
187,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit iv 0.9 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 195"
188,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit sc 2.0 g/kg,"Bingham, E.; Cohrssen, B.; Powell, C.H.; Patty's Toxicology Volumes 1-9 5th ed. John Wiley & Sons. New York, N.Y. (2001)., p. V7 195"
189,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Guinea pig oral 3000 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.19. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
190,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Guinea pig dermal 5900 mg/kg bw,"European Chemicals Bureau; IUCLID Dataset, 2- (2-ethoxyethoxy) ethanol CAS # 111-90-0) p.26. Available from, as of February 20, 2007: https://esis.jrc.ec.europa.eu/"
191,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat dermal 6000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 700"
192,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rat iv 2200 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 700"
193,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse dermal 6000 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 700"
194,DIETHYLENE GLYCOL MONOETHYL ETHER,LD50,Rabbit dermal 8500 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 700"
195,Carbon disulfide,LD50,Rat oral 3188 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 706"
196,Carbon disulfide,LD50,Rat inhalation 25 g/cu m/2 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 706"
197,Carbon disulfide,LD50,Mouse oral 2780 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 706"
198,Carbon disulfide,LD50,Mouse oral 3020 mg/kg/24 hr,"International Programme on Chemical Safety; Concise International Chemical Assessment Document Number 46: Carbon disulfide (2002). Available from, as of December 20, 2017: https://www.inchem.org/pages/cicads.html"
199,Carbon disulfide,LD50,Mouse inhalation 10 g/cu m/2 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 706"
200,Carbon disulfide,LD50,Mouse (male) inhalation 690 mg/cu m/1 hr,"International Programme on Chemical Safety; Concise International Chemical Assessment Document Number 46: Carbon disulfide (2002). Available from, as of December 20, 2017: https://www.inchem.org/pages/cicads.html"
201,Carbon disulfide,LD50,Guinea pig oral 2125 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 706"
202,Carbon tetrachloride,LD50,Rat oral 2350 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
203,Carbon tetrachloride,LD50,Rat inhalation 8000 ppm/4 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
204,Carbon tetrachloride,LD50,Rat dermal 5070 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
205,Carbon tetrachloride,LD50,Rat ip 1500 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
206,Carbon tetrachloride,LD50,Mouse oral 8263 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
207,Carbon tetrachloride,LD50,Mouse inhalation 9526 ppm/8 hr,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
208,Carbon tetrachloride,LD50,Mouse ip 572 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
209,Carbon tetrachloride,LD50,Dog ip 1500 mg/kg,"Lewis, R.J. Sr. (ed) Sax's Dangerous Properties of Industrial Materials. 11th Edition. Wiley-Interscience, Wiley & Sons, Inc. Hoboken, NJ. 2004., p. 709"
210,Carbon tetrachloride,LD50,Rat oral 2.92 g/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK:  Royal Society of Chemistry, 2013., p. 317"
211,Carbon tetrachloride,LD50,Mouse oral 12.1-14.4 g/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK:  Royal Society of Chemistry, 2013., p. 317"
212,Carbon tetrachloride,LD50,Dog oral 2.3 g/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK:  Royal Society of Chemistry, 2013., p. 317"
213,Carbon tetrachloride,LD50,Mouse ip 4.1 g/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK:  Royal Society of Chemistry, 2013., p. 317"
214,Carbon tetrachloride,LD50,Mouse sc 30.4 g/kg,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK:  Royal Society of Chemistry, 2013., p. 317"
215,ETHYLENE GLYCOL MONOETHYL ETHER,LD50,Mouse ip 1700 mg/kg bw,"International Program on Chemical Safety; Environmental Health Criteria 115 for 2-Methoxyethanol, and 2-Ethoxyethanol, and their acetates. Available from, as of 05.9.2014: https://www.inchem.org/documents/ehc/ehc/ehc115.htm"
